MatchId,Patch,QueueType,RankFk,GameDuration
EUW1_7556043017,15.19.715.1836,CLASSIC,5,2305
EUW1_7556048255,15.19.715.1836,CLASSIC,2,1749
EUW1_7556048328,15.19.715.1836,CLASSIC,5,1670
EUW1_7556050459,15.19.715.1836,ARAM,5,1856
EUW1_7556054686,15.19.715.1836,CLASSIC,8,1793
EUW1_7556056680,15.19.715.1836,ARAM,3,1270
EUW1_7556056819,15.19.715.1836,CLASSIC,4,1348
EUW1_7556059019,15.19.715.1836,CLASSIC,5,1693
EUW1_7556061364,15.19.715.1836,CLASSIC,3,2964
EUW1_7556070539,15.19.715.1836,CLASSIC,6,2080
EUW1_7556072357,15.19.715.1836,ARAM,8,840
EUW1_7556079902,15.19.715.1836,CLASSIC,8,2140
EUW1_7556083428,15.19.715.1836,CLASSIC,7,964
EUW1_7556083596,15.19.715.1836,CLASSIC,0,1937
EUW1_7556084001,15.19.715.1836,CLASSIC,3,1083
EUW1_7556085289,15.19.715.1836,CLASSIC,2,1601
EUW1_7556085307,15.19.715.1836,CHERRY,6,1511
EUW1_7556093082,15.19.715.1836,ARAM,6,1450
EUW1_7556093121,15.19.715.1836,CLASSIC,8,1762
EUW1_7556096684,15.19.715.1836,ARAM,0,876
EUW1_7556098368,15.19.715.1836,ARAM,8,1284
EUW1_7556100908,15.19.715.1836,CLASSIC,6,2300
EUW1_7556101908,15.19.715.1836,ARAM,8,1048
EUW1_7556101999,15.19.715.1836,ARAM,4,972
EUW1_7556109333,15.19.715.1836,CLASSIC,2,2255
EUW1_7556113017,15.19.715.1836,CLASSIC,6,1623
EUW1_7556114005,15.19.715.1836,CLASSIC,4,2472
EUW1_7556114187,15.19.715.1836,CLASSIC,8,1727
EUW1_7556118596,15.19.715.1836,ARAM,5,1500
EUW1_7556119022,15.19.715.1836,CLASSIC,5,2562
EUW1_7556122203,15.19.715.1836,CLASSIC,5,1796
EUW1_7556123603,15.19.715.1836,ARAM,9,1104
EUW1_7556127306,15.19.715.1836,CLASSIC,8,1995
EUW1_7556127907,15.19.715.1836,CHERRY,6,1586
EUW1_7556128778,15.19.715.1836,CLASSIC,7,1529
EUW1_7556132588,15.19.715.1836,ARAM,0,1487
EUW1_7556135473,15.19.715.1836,ARAM,4,1056
EUW1_7556137760,15.19.715.1836,ARAM,6,1313
EUW1_7556142184,15.19.715.1836,CLASSIC,5,2087
EUW1_7556143009,15.19.715.1836,CLASSIC,2,1767
EUW1_7556149749,15.19.715.1836,CLASSIC,8,2080
EUW1_7556155769,15.19.715.1836,CLASSIC,5,1223
EUW1_7556155923,15.19.715.1836,CLASSIC,8,1590
EUW1_7556158452,15.19.715.1836,CLASSIC,5,2187
EUW1_7556162783,15.19.715.1836,ARAM,5,1047
EUW1_7556163780,15.19.715.1836,CLASSIC,3,2171
EUW1_7556167116,15.19.715.1836,CLASSIC,6,1764
EUW1_7556175539,15.19.715.1836,CLASSIC,5,934
EUW1_7556177720,15.19.715.1836,ARAM,6,1705
EUW1_7556178179,15.19.715.1836,CLASSIC,4,1614
EUW1_7556181051,15.19.715.1836,CLASSIC,4,2333
EUW1_7556183207,15.19.715.1836,CLASSIC,7,1659
EUW1_7556183234,15.19.715.1836,CLASSIC,5,1841
EUW1_7556185431,15.19.715.1836,CLASSIC,6,1877
EUW1_7556188564,15.19.715.1836,CLASSIC,4,1811
EUW1_7556190970,15.19.715.1836,ARAM,2,1202
EUW1_7556193973,15.19.715.1836,CLASSIC,5,1862
EUW1_7556197619,15.19.715.1836,CLASSIC,8,1678
EUW1_7556210946,15.19.715.1836,CHERRY,6,1620
EUW1_7556211784,15.19.715.1836,CLASSIC,4,1880
EUW1_7556221063,15.19.715.1836,CLASSIC,3,2137
EUW1_7556227927,15.19.715.1836,CLASSIC,5,1318
EUW1_7556231213,15.19.715.1836,CLASSIC,5,1223
EUW1_7556232129,15.19.715.1836,CLASSIC,6,1777
EUW1_7556235139,15.19.715.1836,CLASSIC,6,1733
EUW1_7556238990,15.19.715.1836,CLASSIC,5,1591
EUW1_7556254165,15.19.715.1836,CHERRY,4,1431
EUW1_7556260426,15.19.715.1836,CHERRY,3,1311
EUW1_7556260705,15.19.715.1836,CHERRY,6,1432
EUW1_7556268993,15.19.715.1836,CHERRY,0,1461
EUW1_7556273625,15.19.715.1836,CLASSIC,3,1742
EUW1_7556278779,15.19.715.1836,CLASSIC,6,1901
EUW1_7556279903,15.19.715.1836,CLASSIC,3,2031
EUW1_7556286996,15.19.715.1836,CLASSIC,5,1915
EUW1_7556287412,15.19.715.1836,CHERRY,6,1408
EUW1_7556293655,15.19.715.1836,CHERRY,0,1442
EUW1_7556298361,15.19.715.1836,CLASSIC,3,1931
EUW1_7556314702,15.19.715.1836,CLASSIC,3,1425
EUW1_7556315844,15.19.715.1836,CHERRY,6,1371
EUW1_7556324595,15.19.715.1836,ARAM,0,1481
EUW1_7556330087,15.19.715.1836,CLASSIC,9,911
EUW1_7556330449,15.19.715.1836,CLASSIC,3,1667
EUW1_7556339135,15.19.715.1836,CLASSIC,7,1566
EUW1_7556351162,15.19.715.1836,CLASSIC,3,2843
EUW1_7556352228,15.19.715.1836,CHERRY,0,1581
EUW1_7556359224,15.19.715.1836,ARAM,0,1764
EUW1_7556367227,15.19.715.1836,CLASSIC,8,2016
EUW1_7556367410,15.19.715.1836,CLASSIC,3,2012
EUW1_7556368654,15.19.715.1836,ARAM,6,1094
EUW1_7556379387,15.19.715.1836,ARAM,0,1133
EUW1_7556418855,15.19.715.1836,CLASSIC,5,2614
EUW1_7556425109,15.19.715.1836,ARAM,8,998
EUW1_7556433306,15.19.715.1836,CLASSIC,5,2171
EUW1_7556437288,15.19.715.1836,CLASSIC,6,1419
EUW1_7556449268,15.19.715.1836,CLASSIC,6,1824
EUW1_7556451320,15.19.715.1836,ARAM,8,1043
EUW1_7556455557,15.19.715.1836,CLASSIC,8,1322
EUW1_7556456778,15.19.715.1836,CHERRY,0,1567
EUW1_7556462416,15.19.715.1836,CHERRY,0,1268
EUW1_7556465548,15.19.715.1836,CLASSIC,8,2246
EUW1_7556466381,15.19.715.1836,CLASSIC,8,1784
EUW1_7556467413,15.19.715.1836,CLASSIC,8,1666
EUW1_7556494143,15.19.715.1836,CLASSIC,8,1850
EUW1_7556494420,15.19.715.1836,CLASSIC,6,2279
EUW1_7556495193,15.19.715.1836,CLASSIC,8,1684
EUW1_7556512254,15.19.715.1836,CLASSIC,8,988
EUW1_7556512531,15.19.715.1836,CLASSIC,7,2240
EUW1_7556520078,15.19.715.1836,CLASSIC,6,1506
EUW1_7556520596,15.19.715.1836,ARAM,6,135
EUW1_7556526111,15.19.715.1836,CLASSIC,8,1717
EUW1_7556528915,15.19.715.1836,CLASSIC,8,1554
EUW1_7556530135,15.19.715.1836,CLASSIC,7,1172
EUW1_7556530285,15.19.715.1836,CLASSIC,5,1810
EUW1_7556532362,15.19.715.1836,CLASSIC,5,1319
EUW1_7556536613,15.19.715.1836,CLASSIC,5,2050
EUW1_7556538683,15.19.715.1836,CLASSIC,8,1909
EUW1_7556543491,15.19.715.1836,CLASSIC,8,2303
EUW1_7556546448,15.19.715.1836,CLASSIC,8,1829
EUW1_7556551423,15.19.715.1836,CLASSIC,7,1077
EUW1_7556554169,15.19.715.1836,CLASSIC,7,1170
EUW1_7556554883,15.19.715.1836,CLASSIC,4,1923
EUW1_7556557651,15.19.715.1836,CLASSIC,6,1716
EUW1_7556560456,15.19.715.1836,CLASSIC,4,1786
EUW1_7556564259,15.19.715.1836,CLASSIC,8,1171
EUW1_7556566035,15.19.715.1836,CLASSIC,7,1723
EUW1_7556566632,15.19.715.1836,CLASSIC,8,1483
EUW1_7556571200,15.19.715.1836,CLASSIC,5,2049
EUW1_7556574226,15.19.715.1836,CLASSIC,6,1687
EUW1_7556575175,15.19.715.1836,CLASSIC,5,1676
EUW1_7556579858,15.19.715.1836,CLASSIC,5,2641
EUW1_7556590399,15.19.715.1836,CLASSIC,8,1699
EUW1_7556592208,15.19.715.1836,CLASSIC,8,1658
EUW1_7556605056,15.19.715.1836,CLASSIC,7,1805
EUW1_7556620550,15.19.715.1836,CLASSIC,8,2077
EUW1_7556622004,15.19.715.1836,CLASSIC,8,1374
EUW1_7556627586,15.19.715.1836,CLASSIC,4,2106
EUW1_7556633873,15.19.715.1836,CLASSIC,5,1824
EUW1_7556640783,15.19.715.1836,CLASSIC,8,1576
EUW1_7556642000,15.19.715.1836,CLASSIC,8,1160
EUW1_7556647179,15.19.715.1836,CHERRY,6,1361
EUW1_7556648337,15.19.715.1836,CLASSIC,5,437
EUW1_7556653834,15.19.715.1836,CLASSIC,6,1325
EUW1_7556654383,15.19.715.1836,CLASSIC,3,1815
EUW1_7556655119,15.19.715.1836,CLASSIC,4,1658
EUW1_7556659012,15.19.715.1836,CLASSIC,4,1745
EUW1_7556661277,15.19.715.1836,ARAM,2,1660
EUW1_7556662196,15.19.715.1836,ARAM,6,1641
EUW1_7556666846,15.19.715.1836,CLASSIC,5,2053
EUW1_7556668205,15.19.715.1836,CLASSIC,3,2395
EUW1_7556672054,15.19.715.1836,CLASSIC,5,1687
EUW1_7556673814,15.19.715.1836,CLASSIC,7,1676
EUW1_7556680901,15.19.715.1836,CHERRY,6,1670
EUW1_7556682726,15.19.715.1836,CLASSIC,8,946
EUW1_7556697856,15.19.715.1836,CLASSIC,5,1180
EUW1_7556699279,15.19.715.1836,CHERRY,6,1416
EUW1_7556701115,15.19.715.1836,CLASSIC,3,1972
EUW1_7556711247,15.19.715.1836,CLASSIC,4,2050
EUW1_7556713518,15.19.715.1836,CLASSIC,4,1736
EUW1_7556715367,15.19.715.1836,CLASSIC,8,911
EUW1_7556716809,15.19.715.1836,CLASSIC,6,1561
EUW1_7556717833,15.19.715.1836,CLASSIC,5,2429
EUW1_7556727473,15.19.715.1836,CLASSIC,4,1533
EUW1_7556736186,15.19.715.1836,CLASSIC,8,1726
EUW1_7556738597,15.19.715.1836,CLASSIC,8,1624
EUW1_7556740055,15.19.715.1836,CLASSIC,8,912
EUW1_7556742866,15.19.715.1836,CLASSIC,7,1501
EUW1_7556744224,15.19.715.1836,CLASSIC,6,3070
EUW1_7556747076,15.19.715.1836,SWIFTPLAY,0,1115
EUW1_7556747982,15.19.715.1836,CLASSIC,8,1570
EUW1_7556763328,15.19.715.1836,CLASSIC,6,1675
EUW1_7556765631,15.19.715.1836,CHERRY,3,1224
EUW1_7556767177,15.19.715.1836,CHERRY,8,1196
EUW1_7556768761,15.19.715.1836,CLASSIC,3,1900
EUW1_7556770841,15.19.715.1836,CLASSIC,6,162
EUW1_7556775539,15.19.715.1836,CLASSIC,5,1796
EUW1_7556785677,15.19.715.1836,CLASSIC,6,2649
EUW1_7556787720,15.19.715.1836,CLASSIC,6,1700
EUW1_7556790137,15.19.715.1836,CLASSIC,8,916
EUW1_7556791763,15.19.715.1836,CLASSIC,7,1659
EUW1_7556798832,15.19.715.1836,CHERRY,3,1324
EUW1_7556799088,15.19.715.1836,CLASSIC,5,1788
EUW1_7556799694,15.19.715.1836,CLASSIC,3,1920
EUW1_7556800130,15.19.715.1836,CLASSIC,8,1435
EUW1_7556802457,15.19.715.1836,CLASSIC,8,1748
EUW1_7556806150,15.19.715.1836,CLASSIC,5,1967
EUW1_7556814030,15.19.715.1836,CLASSIC,8,964
EUW1_7556819922,15.19.715.1836,CLASSIC,3,1704
EUW1_7556820753,15.19.715.1836,CLASSIC,6,1572
EUW1_7556824259,15.19.715.1836,CLASSIC,8,1202
EUW1_7556832368,15.19.715.1836,CLASSIC,8,1576
EUW1_7556833741,15.19.715.1836,CHERRY,3,1431
EUW1_7556833801,15.19.715.1836,CLASSIC,5,1415
EUW1_7556840024,15.19.715.1836,CLASSIC,7,1775
EUW1_7556846449,15.19.715.1836,CLASSIC,8,934
EUW1_7556851607,15.19.715.1836,CLASSIC,8,1106
EUW1_7556855849,15.19.715.1836,CLASSIC,5,910
EUW1_7556862394,15.19.715.1836,CLASSIC,3,2275
EUW1_7556865232,15.19.715.1836,CLASSIC,4,1027
EUW1_7556875934,15.19.715.1836,CLASSIC,9,1572
EUW1_7556879428,15.19.715.1836,ARAM,0,1129
EUW1_7556882621,15.19.715.1836,CLASSIC,6,1544
EUW1_7556883248,15.19.715.1836,CLASSIC,8,1515
EUW1_7556888905,15.19.715.1836,CLASSIC,5,1971
EUW1_7556891602,15.19.715.1836,CLASSIC,5,1986
EUW1_7556891658,15.19.715.1836,CLASSIC,6,1979
EUW1_7556896719,15.19.715.1836,ARAM,8,1652
EUW1_7556911656,15.19.715.1836,CLASSIC,4,2080
EUW1_7556923974,15.19.715.1836,CLASSIC,6,1866
EUW1_7556924113,15.19.715.1836,ARAM,0,135
EUW1_7556932368,15.19.715.1836,ARAM,0,1649
EUW1_7556934210,15.19.715.1836,CLASSIC,3,1865
EUW1_7556937996,15.19.715.1836,CLASSIC,6,1778
EUW1_7556939547,15.19.715.1836,CLASSIC,7,1791
EUW1_7556940677,15.19.715.1836,CLASSIC,8,1653
EUW1_7556946098,15.19.715.1836,CLASSIC,8,2072
EUW1_7556955094,15.19.715.1836,CLASSIC,4,1411
EUW1_7556956476,15.19.715.1836,CLASSIC,6,2196
EUW1_7556960563,15.19.715.1836,CLASSIC,5,1812
EUW1_7556962617,15.19.715.1836,CHERRY,2,1321
EUW1_7556964223,15.19.715.1836,CLASSIC,4,2836
EUW1_7556969349,15.19.715.1836,CLASSIC,6,2998
EUW1_7556970788,15.19.715.1836,CLASSIC,8,1649
EUW1_7556973416,15.19.715.1836,ARAM,0,1066
EUW1_7556982835,15.19.715.1836,CLASSIC,4,1732
EUW1_7556988968,15.19.715.1836,CLASSIC,6,224
EUW1_7556997381,15.19.715.1836,CLASSIC,7,1676
EUW1_7556997972,15.19.715.1836,CHERRY,7,1488
EUW1_7557000526,15.19.715.1836,CHERRY,3,1248
EUW1_7557004197,15.19.715.1836,CLASSIC,6,1833
EUW1_7557004288,15.19.715.1836,CHERRY,2,1294
EUW1_7557007341,15.19.715.1836,CLASSIC,2,2103
EUW1_7557008936,15.19.715.1836,CLASSIC,7,1709
EUW1_7557009865,15.19.715.1836,CLASSIC,4,1546
EUW1_7557013950,15.19.715.1836,CLASSIC,8,956
EUW1_7557015649,15.19.715.1836,CLASSIC,8,1790
EUW1_7557015998,15.19.715.1836,CLASSIC,8,3117
EUW1_7557017698,15.19.715.1836,ARAM,0,1122
EUW1_7557018957,15.19.715.1836,CLASSIC,2,2136
EUW1_7557019721,15.19.715.1836,CLASSIC,5,2123
EUW1_7557025523,15.19.715.1836,CLASSIC,8,2105
EUW1_7557027263,15.19.715.1836,CLASSIC,6,1688
EUW1_7557030596,15.19.715.1836,CLASSIC,8,2081
EUW1_7557030965,15.19.715.1836,CHERRY,8,1310
EUW1_7557031886,15.19.715.1836,CLASSIC,5,1375
EUW1_7557046761,15.19.715.1836,CLASSIC,4,1856
EUW1_7557048459,15.19.715.1836,CLASSIC,8,2039
EUW1_7557051935,15.19.715.1836,CLASSIC,8,1443
EUW1_7557052537,15.19.715.1836,CHERRY,2,1702
EUW1_7557053608,15.19.715.1836,CLASSIC,8,1950
EUW1_7557057581,15.19.715.1836,CHERRY,6,1460
EUW1_7557059015,15.19.715.1836,CLASSIC,6,2287
EUW1_7557059607,15.19.715.1836,CLASSIC,7,1805
EUW1_7557064324,15.19.715.1836,CLASSIC,6,1951
EUW1_7557065436,15.19.715.1836,CLASSIC,6,1717
EUW1_7557073850,15.19.715.1836,ARAM,6,1266
EUW1_7557085169,15.19.715.1836,CLASSIC,8,1864
EUW1_7557086985,15.19.715.1836,CHERRY,2,1452
EUW1_7557089170,15.19.715.1836,CLASSIC,6,1687
EUW1_7557092053,15.19.715.1836,CLASSIC,8,1961
EUW1_7557094534,15.19.715.1836,CLASSIC,8,1406
EUW1_7557102064,15.19.715.1836,CLASSIC,5,1729
EUW1_7557105933,15.19.715.1836,ARAM,0,1026
EUW1_7557111377,15.19.715.1836,ARAM,6,1317
EUW1_7557113999,15.19.715.1836,CLASSIC,8,1753
EUW1_7557117357,15.19.715.1836,ARAM,0,1151
EUW1_7557119425,15.19.715.1836,CLASSIC,7,1655
EUW1_7557121672,15.19.715.1836,CLASSIC,5,1838
EUW1_7557129786,15.19.715.1836,CLASSIC,8,1806
EUW1_7557130285,15.19.715.1836,CLASSIC,6,1705
EUW1_7557134055,15.19.715.1836,ARAM,3,868
EUW1_7557140616,15.19.715.1836,CLASSIC,6,1750
EUW1_7557142371,15.19.715.1836,CLASSIC,8,1776
EUW1_7557144437,15.19.715.1836,ARAM,0,1622
EUW1_7557146385,15.19.715.1836,CLASSIC,6,1625
EUW1_7557147092,15.19.715.1836,CLASSIC,3,2124
EUW1_7557148484,15.19.715.1836,ARAM,0,1060
EUW1_7557152691,15.19.715.1836,CLASSIC,8,1828
EUW1_7557154482,15.19.715.1836,CLASSIC,8,1440
EUW1_7557156930,15.19.715.1836,CLASSIC,5,1922
EUW1_7557161213,15.19.715.1836,CLASSIC,8,1679
EUW1_7557161846,15.19.715.1836,ARAM,6,1823
EUW1_7557169012,15.19.715.1836,ARAM,0,1658
EUW1_7557172124,15.19.715.1836,ARAM,5,988
EUW1_7557173134,15.19.715.1836,CLASSIC,7,2661
EUW1_7557179316,15.19.715.1836,CLASSIC,5,1478
EUW1_7557180164,15.19.715.1836,CLASSIC,7,1932
EUW1_7557182446,15.19.715.1836,CLASSIC,8,1751
EUW1_7557184225,15.19.715.1836,ARAM,0,1331
EUW1_7557187088,15.19.715.1836,CLASSIC,8,1371
EUW1_7557192883,15.19.715.1836,CLASSIC,8,1406
EUW1_7557196032,15.19.715.1836,CLASSIC,8,1497
EUW1_7557197204,15.19.715.1836,CLASSIC,5,2231
EUW1_7557199878,15.19.715.1836,ARAM,0,1346
EUW1_7557214676,15.19.715.1836,CHERRY,6,1613
EUW1_7557215318,15.19.715.1836,CLASSIC,8,1505
EUW1_7557216498,15.19.715.1836,CLASSIC,5,1092
EUW1_7557217582,15.19.715.1836,CLASSIC,8,2158
EUW1_7557221978,15.19.715.1836,CLASSIC,5,1897
EUW1_7557224533,15.19.715.1836,CLASSIC,8,2302
EUW1_7557227320,15.19.715.1836,CLASSIC,3,1869
EUW1_7557227382,15.19.715.1836,CLASSIC,7,1600
EUW1_7557232883,15.19.715.1836,CLASSIC,5,1840
EUW1_7557235577,15.19.715.1836,CLASSIC,8,1783
EUW1_7557236666,15.19.715.1836,CLASSIC,5,1683
EUW1_7557237676,15.19.715.1836,ARAM,5,1313
EUW1_7557243404,15.19.715.1836,CLASSIC,8,2257
EUW1_7557244739,15.19.715.1836,CLASSIC,5,1496
EUW1_7557246703,15.19.715.1836,CLASSIC,8,1855
EUW1_7557249226,15.19.715.1836,CLASSIC,4,1618
EUW1_7557251512,15.19.715.1836,CLASSIC,8,1601
EUW1_7557256092,15.19.715.1836,CHERRY,6,1792
EUW1_7557266069,15.19.715.1836,ARAM,5,1527
EUW1_7557270287,15.19.715.1836,CLASSIC,8,1799
EUW1_7557270551,15.19.715.1836,CLASSIC,7,1574
EUW1_7557271645,15.19.715.1836,CLASSIC,0,2073
EUW1_7557276607,15.19.715.1836,ARAM,6,1140
EUW1_7557276962,15.19.715.1836,ARAM,3,1376
EUW1_7557278730,15.19.715.1836,CLASSIC,7,1536
EUW1_7557288111,15.19.715.1836,CLASSIC,7,1353
EUW1_7557291649,15.19.715.1836,CLASSIC,7,2342
EUW1_7557292401,15.19.715.1836,CLASSIC,5,1769
EUW1_7557298399,15.19.715.1836,CHERRY,6,1555
EUW1_7557298811,15.19.715.1836,CLASSIC,5,2174
EUW1_7557300924,15.19.715.1836,CLASSIC,5,2343
EUW1_7557309445,15.19.715.1836,CLASSIC,4,1563
EUW1_7557317222,15.19.715.1836,CLASSIC,8,1382
EUW1_7557318239,15.19.715.1836,CLASSIC,8,1639
EUW1_7557319155,15.19.715.1836,CLASSIC,8,1759
EUW1_7557319469,15.19.715.1836,CLASSIC,0,922
EUW1_7557323162,15.19.715.1836,ARAM,5,1722
EUW1_7557324340,15.19.715.1836,CLASSIC,6,121
EUW1_7557324383,15.19.715.1836,ARAM,3,1556
EUW1_7557331859,15.19.715.1836,CLASSIC,5,1907
EUW1_7557337327,15.19.715.1836,CLASSIC,6,1692
EUW1_7557338887,15.19.715.1836,CLASSIC,0,2065
EUW1_7557339006,15.19.715.1836,CLASSIC,8,1751
EUW1_7557339162,15.19.715.1836,ARAM,0,1497
EUW1_7557345138,15.19.715.1836,CLASSIC,6,1914
EUW1_7557351559,15.19.715.1836,CLASSIC,6,1471
EUW1_7557352039,15.19.715.1836,CLASSIC,3,2313
EUW1_7557353491,15.19.715.1836,CLASSIC,5,2135
EUW1_7557355061,15.19.715.1836,CLASSIC,8,1507
EUW1_7557361364,15.19.715.1836,CLASSIC,5,2262
EUW1_7557362288,15.19.715.1836,CLASSIC,8,1708
EUW1_7557362602,15.19.715.1836,CLASSIC,8,1817
EUW1_7557367413,15.19.715.1836,CLASSIC,7,1973
EUW1_7557367439,15.19.715.1836,ARAM,0,1171
EUW1_7557368761,15.19.715.1836,ARAM,0,1148
EUW1_7557371347,15.19.715.1836,CLASSIC,4,1228
EUW1_7557371376,15.19.715.1836,CLASSIC,8,1651
EUW1_7557372068,15.19.715.1836,CLASSIC,6,2180
EUW1_7557375832,15.19.715.1836,CLASSIC,3,2044
EUW1_7557377103,15.19.715.1836,CLASSIC,8,2311
EUW1_7557377155,15.19.715.1836,CLASSIC,5,1959
EUW1_7557383888,15.19.715.1836,CLASSIC,5,1988
EUW1_7557385639,15.19.715.1836,ARAM,1,1298
EUW1_7557390123,15.19.715.1836,ARAM,0,2103
EUW1_7557391460,15.19.715.1836,CLASSIC,5,1479
EUW1_7557391596,15.19.715.1836,CLASSIC,5,1771
EUW1_7557393065,15.19.715.1836,CHERRY,6,1474
EUW1_7557395199,15.19.715.1836,CLASSIC,5,2139
EUW1_7557396155,15.19.715.1836,CLASSIC,6,1659
EUW1_7557400525,15.19.715.1836,CLASSIC,4,1955
EUW1_7557401627,15.19.715.1836,CLASSIC,0,2320
EUW1_7557405456,15.19.715.1836,CLASSIC,4,1711
EUW1_7557406297,15.19.715.1836,CLASSIC,2,1771
EUW1_7557408211,15.19.715.1836,ARAM,0,1317
EUW1_7557408311,15.19.715.1836,CLASSIC,5,1890
EUW1_7557410012,15.19.715.1836,CLASSIC,6,1721
EUW1_7557410273,15.19.715.1836,CLASSIC,9,1948
EUW1_7557410354,15.19.715.1836,SWIFTPLAY,2,1398
EUW1_7557412523,15.19.715.1836,CLASSIC,8,1750
EUW1_7557419479,15.19.715.1836,ARAM,0,949
EUW1_7557419483,15.19.715.1836,ARAM,6,1091
EUW1_7557425881,15.19.715.1836,CLASSIC,4,1912
EUW1_7557429954,15.19.715.1836,ARAM,5,1272
EUW1_7557430918,15.19.715.1836,CLASSIC,5,932
EUW1_7557432617,15.19.715.1836,CLASSIC,5,2092
EUW1_7557439715,15.19.715.1836,CLASSIC,5,1150
EUW1_7557443092,15.19.715.1836,CLASSIC,5,2441
EUW1_7557452349,15.19.715.1836,CLASSIC,8,925
EUW1_7557452564,15.19.715.1836,CLASSIC,5,1925
EUW1_7557456903,15.19.715.1836,ARAM,6,1118
EUW1_7557457161,15.19.715.1836,CLASSIC,2,1819
EUW1_7557458784,15.19.715.1836,CLASSIC,5,1692
EUW1_7557462264,15.19.715.1836,CLASSIC,6,1820
EUW1_7557464195,15.19.715.1836,CLASSIC,5,1536
EUW1_7557466299,15.19.715.1836,SWIFTPLAY,2,1365
EUW1_7557467735,15.19.715.1836,CLASSIC,8,1711
EUW1_7557468974,15.19.715.1836,CLASSIC,4,1862
EUW1_7557470804,15.19.715.1836,CLASSIC,5,1710
EUW1_7557475486,15.19.715.1836,CLASSIC,4,1807
EUW1_7557476982,15.19.715.1836,CLASSIC,7,1755
EUW1_7557483222,15.19.715.1836,CLASSIC,0,1497
EUW1_7557484680,15.19.715.1836,ARAM,0,1416
EUW1_7557485173,15.19.715.1836,CLASSIC,8,1747
EUW1_7557491530,15.19.715.1836,CLASSIC,5,2252
EUW1_7557493555,15.19.715.1836,CLASSIC,4,1436
EUW1_7557493963,15.19.715.1836,ARAM,7,1074
EUW1_7557494771,15.19.715.1836,ARAM,4,1200
EUW1_7557495017,15.19.715.1836,CHERRY,6,1423
EUW1_7557495202,15.19.715.1836,CLASSIC,6,2271
EUW1_7557495942,15.19.715.1836,CHERRY,6,1824
EUW1_7557497468,15.19.715.1836,CLASSIC,2,1849
EUW1_7557500214,15.19.715.1836,ARAM,7,737
EUW1_7557504242,15.19.715.1836,CHERRY,7,1621
EUW1_7557504791,15.19.715.1836,CLASSIC,6,1772
EUW1_7557516036,15.19.715.1836,CHERRY,2,1439
EUW1_7557516634,15.19.715.1836,CLASSIC,8,110
EUW1_7557518726,15.19.715.1836,CHERRY,5,1427
EUW1_7557520249,15.19.715.1836,CLASSIC,5,1748
EUW1_7557524346,15.19.715.1836,CLASSIC,8,1064
EUW1_7557524592,15.19.715.1836,CLASSIC,5,1990
EUW1_7557527005,15.19.715.1836,CLASSIC,8,1344
EUW1_7557528984,15.19.715.1836,CLASSIC,8,1599
EUW1_7557531839,15.19.715.1836,ARAM,7,1046
EUW1_7557533787,15.19.715.1836,CLASSIC,8,1711
EUW1_7557534757,15.19.715.1836,ARAM,0,1339
EUW1_7557539398,15.19.715.1836,ARAM,4,1541
EUW1_7557540678,15.19.715.1836,ARAM,7,1852
EUW1_7557540798,15.19.715.1836,CHERRY,6,1403
EUW1_7557542309,15.19.715.1836,CLASSIC,8,1953
EUW1_7557543108,15.19.715.1836,CHERRY,7,1486
EUW1_7557543888,15.19.715.1836,CHERRY,6,1586
EUW1_7557546952,15.19.715.1836,CLASSIC,7,1289
EUW1_7557552631,15.19.715.1836,CLASSIC,4,1736
EUW1_7557557263,15.19.715.1836,CLASSIC,4,2305
EUW1_7557564878,15.19.715.1836,CLASSIC,2,1595
EUW1_7557566601,15.19.715.1836,CLASSIC,7,1715
EUW1_7557568267,15.19.715.1836,CLASSIC,6,1391
EUW1_7557569354,15.19.715.1836,CHERRY,6,1671
EUW1_7557570652,15.19.715.1836,CHERRY,5,1444
EUW1_7557578877,15.19.715.1836,CLASSIC,6,1796
EUW1_7557579797,15.19.715.1836,CLASSIC,5,2101
EUW1_7557580683,15.19.715.1836,CHERRY,6,1320
EUW1_7557581417,15.19.715.1836,ARAM,0,1382
EUW1_7557582681,15.19.715.1836,CLASSIC,8,1597
EUW1_7557583308,15.19.715.1836,ARAM,7,1433
EUW1_7557586471,15.19.715.1836,CLASSIC,7,2022
EUW1_7557594983,15.19.715.1836,CLASSIC,6,1813
EUW1_7557596088,15.19.715.1836,CLASSIC,5,2586
EUW1_7557596711,15.19.715.1836,ARAM,4,1210
EUW1_7557600538,15.19.715.1836,CLASSIC,7,1347
EUW1_7557609863,15.19.715.1836,CHERRY,5,1516
EUW1_7557610647,15.19.715.1836,CLASSIC,2,2643
EUW1_7557614164,15.19.715.1836,CLASSIC,5,1990
EUW1_7557621843,15.19.715.1836,CHERRY,6,1654
EUW1_7557622317,15.19.715.1836,CLASSIC,8,2042
EUW1_7557625174,15.19.715.1836,CLASSIC,7,1929
EUW1_7557627215,15.19.715.1836,ARAM,0,1248
EUW1_7557631456,15.19.715.1836,CHERRY,7,1439
EUW1_7557632189,15.19.715.1836,CHERRY,0,1588
EUW1_7557632649,15.19.715.1836,CLASSIC,4,1681
EUW1_7557637154,15.19.715.1836,CLASSIC,6,2091
EUW1_7557638660,15.19.715.1836,ARAM,4,1136
EUW1_7557640984,15.19.715.1836,CLASSIC,8,1819
EUW1_7557642689,15.19.715.1836,CLASSIC,8,1593
